# nhmmer :: search a DNA model, alignment, or sequence against a DNA database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query file:                      /opt/nesi/CS400_centos7_bdw/CheckM/1.2.3-foss-2023a-Python-3.11.6/data/hmms_ssu/SSU_bacteria.hmm
# target sequence database:        -
# output directed to file:         /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.bacteria.txt
# hits tabular output:             /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.bacteria.table.txt
# show alignments in output:       no
# sequence reporting threshold:    E-value <= 1e-05
# number of worker threads:        16
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       bacteria  [M=1523]
Scores for complete hits:
    E-value  score  bias  Sequence                              start    end  Description
    ------- ------ -----  --------                              -----  -----  -----------
          0 1381.3  33.4  NODE_3693_length_2416_cov_4.865327      472   2019 
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   51.7   2.1   9.8e-13        32       105 ..       374       447 ..       353       459 .]       459    0.81

>> NODE_561185_length_87_cov_3.800000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   51.5   5.8   1.1e-12       623       705 ..         5        87 .]         2        87 .]        87    0.97

>> NODE_561804_length_80_cov_22.333333  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   51.5   5.0   1.1e-12       646       720 ..         4        78 ..         1        80 []        80    0.96

>> NODE_561858_length_79_cov_17.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   51.1   4.8   1.5e-12       647       721 ..         2        76 ..         1        79 []        79    0.96

>> NODE_143275_length_607_cov_2.669811  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   50.7   1.6     2e-12        29       101 ..        79         7 ..        99         1 ..       607    0.85

>> NODE_67030_length_792_cov_3.116084  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   50.5   2.0   2.2e-12        31       101 ..       716       786 ..       695       792 .]       792    0.86

>> NODE_561147_length_87_cov_18.200000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   49.8   5.2   3.5e-12      1228      1313 ..         2        87 .]         1        87 []        87    0.97

>> NODE_557676_length_181_cov_3.326923  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   49.0   1.5   6.3e-12        27       102 ..       100        25 ..       121         5 ..       181    0.81

>> NODE_188168_length_550_cov_1.547569  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   48.8   1.8   7.1e-12        31       101 ..       474       544 ..       453       549 ..       550    0.88

>> NODE_561956_length_78_cov_3.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   47.7   1.7   1.5e-11        36       101 ..         6        71 ..         1        78 []        78    0.91

>> NODE_561942_length_78_cov_4.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   47.7   1.6   1.5e-11        36       101 ..         6        71 ..         1        77 [.        78    0.92

>> NODE_561935_length_78_cov_5.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   47.6   1.8   1.7e-11        36       101 ..        73         8 ..        78         1 ..        78    0.92

>> NODE_561889_length_79_cov_3.500000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   47.4   2.2   1.9e-11        37       102 ..         6        71 ..         1        79 []        79    0.91

>> NODE_561328_length_85_cov_10.250000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   47.4   2.4   1.9e-11        38       103 ..         5        70 ..         1        84 [.        85    0.89

>> NODE_561950_length_78_cov_3.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   47.1   5.0   2.3e-11       626       702 ..        77         1 ..        78         1 ..        78    0.98

>> NODE_559452_length_113_cov_6.222222  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   46.9   1.3   2.8e-11        36       102 ..       102        36 ..       112        12 ..       113    0.84

>> NODE_561949_length_78_cov_3.000000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   46.3   4.7   4.1e-11       626       701 ..         2        77 ..         1        78 []        78    0.98

>> NODE_133168_length_623_cov_1.192308  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   46.2   1.0   4.5e-11        33       101 ..        70         2 ..        91         1 ..       623    0.88

>> NODE_1673_length_3345_cov_4.424113  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   45.8   5.4   5.9e-11       238       577 ..      1211      1550 ..      1190      1569 ..      3345    0.78

>> NODE_6449_length_1933_cov_3.794720  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   45.6   1.2   6.6e-11        31       101 ..      1863      1933 .]      1841      1933 .]      1933    0.85

>> NODE_90662_length_712_cov_1.647244  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   44.4   3.0   1.5e-10      1348      1511 ..         2       155 ..         1       169 [.       712    0.88

>> NODE_132124_length_625_cov_0.870438  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   42.4   0.9     6e-10        35        95 ..       565       625 .]       545       625 .]       625    0.89

>> NODE_66640_length_794_cov_1.369596  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   40.5   3.4   2.3e-09       452       516 ..        66         2 ..        86         1 ..       794    0.88

>> NODE_559093_length_123_cov_2.391304  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   39.6   1.9   4.4e-09       118       197 ..         1        80 [.         1       104 [.       123    0.90

>> NODE_558374_length_150_cov_4.369863  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   38.3   4.9   1.1e-08        63       156 ..         3       148 ..         1       150 []       150    0.80

>> NODE_17661_length_1308_cov_1.510967  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   36.1   1.5   4.8e-08        30        91 ..      1247      1308 .]      1226      1308 .]      1308    0.85

>> NODE_191933_length_546_cov_1.317697  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   33.0   1.0   4.2e-07        29        90 ..        62         1 ..        83         1 ..       546    0.84

>> NODE_560722_length_92_cov_9.066667  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   31.7   1.3     1e-06       214       300 ..        87         1 ..        92         1 ..        92    0.93

>> NODE_223533_length_516_cov_0.831435  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   30.7   0.5   2.1e-06        29        91 ..        63         1 ..        84         1 ..       516    0.83

>> NODE_43303_length_927_cov_6.656471  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !   29.2   6.8     6e-06      1425      1514 ..         4        93 ..         1       103 [.       927    0.92

>> NODE_557225_length_203_cov_2.611111  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
